obs,personid,psu,hhld,id,sex,age,marital,ctzship,current_school,grade_comp,subject_training,need_train_more,mwrk_nsco1,mwrk_nsco4,mwrk_status,mwrk_cnrt_type,mwrk_nsic1,mwrk_nsic4,mwrk_orgtype,mwrk_enttype,mwrk_empnum,mwrk_tenure_envlv,usulhr_mwrk,prd_remu,amt_cashrs,rcvd_kind,faci_mktval,faci_paidval,hhsize,province,urbrur753,season,male,nevermarried,urban,educ,educ1,wage_daily,logwage_daily,avg_exp,avg_exp1,sq_avg_exp
6030,11292001,1129,20,1,Male,55,Married,Nepalese,,Class 3,,Yes,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Don?t know,5-9 persons,5 years - 10 years,56,Daily,1000,No,,,9,1,Rural,Rainy Season,1,0,0,3,3.5,1000,6.9077554,5,5.5,30.25
6031,18791703,1879,17,3,Male,26,Married,Nepalese,No,Class 4,,Yes,J,Freight handlers,Employee,Temporary,F,Construction of buildings,,Don?t know,5-9 persons,Less than 6 months,35,Daily,1000,No,,,7,7,Urban,Winter Season,1,0,1,4,4.5,1000,6.9077554,0,0.5,0.25
6032,16762001,1676,20,1,Male,36,Married,Nepalese,No,Class 3,,Yes,H,Carpenters and joiners,Employee,Temporary,C,Manufacture of builders’ carpentry and joinery,,Private business,2-4 persons,10 years or more,56,Daily,1000,No,,,11,5,Rural,Rainy Season,1,0,0,3,3.5,1000,6.9077554,10,10.5,110.25
6033,11881201,1188,12,1,Male,48,Married,Nepalese,,Nursery/LKG/UKG,,Yes,H,House builders,Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,10 years or more,48,Daily,1000,No,,,6,2,Urban,Dry Season,1,0,1,0,0.5,1000,6.9077554,10,10.5,110.25
6034,13581501,1358,15,1,Male,49,Married,Nepalese,,Nursery/LKG/UKG,,No,J,Freight handlers,Employee,Temporary,F,Construction of buildings,,Don?t know,2-4 persons,10 years or more,54,Daily,1000,No,,,5,3,Rural,Winter Season,1,0,0,0,0.5,1000,6.9077554,10,10.5,110.25
6035,10462003,1046,20,3,Male,21,Married,Nepalese,No,Class 8,Furniture making and repair,No,H,Woodworking-machine tool setters and operators,Employee,Temporary,C,Manufacture of furniture,,Private business,2-4 persons,1 year - 3 years,48,Daily,1000,No,,,9,1,Urban,Rainy Season,1,0,1,8,8.5,1000,6.9077554,1,1.5,2.25
6036,13370701,1337,7,1,Male,25,Married,Nepalese,No,Class 2,,Yes,H,Jewellery and precious-metal workers,Employee,Temporary,C,Manufacture of jewellery and related articles,Private nonfinancial institution,Private business,2-4 persons,6 months - 1 year,48,Daily,1000,No,,,3,3,Urban,Winter Season,1,0,1,2,2.5,1000,6.9077554,0.5,1,1
6037,12780801,1278,8,1,Male,31,Married,Nepalese,No,Nursery/LKG/UKG,,No,H," Sign writers, decorative painters, engravers and etchers",Employee,Temporary,C,Treatment and coating of metals; machining,,Private business,2-4 persons,5 years - 10 years,48,Daily,1000,No,,,4,3,Rural,Dry Season,1,0,0,0,0.5,1000,6.9077554,5,5.5,30.25
6038,18711901,1871,19,1,Male,62,Married,Nepalese,,SLC and equiv.,,No,J,Elementary workers not elsewhere classified,Employee,Temporary,S,Other personal service activities n.e.c.,,Private business,1 person,Less than 6 months,28,Daily,1000,Yes,50000,,7,7,Urban,Winter Season,1,0,1,11,11.5,1000,6.9077554,0,0.5,0.25
6039,14820701,1482,7,1,Male,30,Married,Nepalese,No,Class 8,,No,H,Carpenters and joiners,Employee,Temporary,C,Manufacture of furniture,,Private business,2-4 persons,6 months - 1 year,48,Daily,1000,No,,,3,4,Rural,Dry Season,1,0,0,8,8.5,1000,6.9077554,0.5,1,1
6040,12891701,1289,17,1,Male,37,Married,Nepalese,No,Class 10,,Yes,H,Carpenters and joiners,Employee,Temporary,C,Manufacture of builders’ carpentry and joinery,,Private business,2-4 persons,3 years - 5 years,48,Daily,1000,No,,,6,3,Rural,Rainy Season,1,0,0,10,10.5,1000,6.9077554,3,3.5,12.25
6041,12801101,1280,11,1,Male,18,Married,Nepalese,Yes,SLC and equiv.,,No,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,6 months - 1 year,48,Daily,1000,No,,,3,3,Rural,Winter Season,1,0,0,11,11.5,1000,6.9077554,0.5,1,1
6042,12811303,1281,13,3,Male,30,Never married,Nepalese,No,Class 8,,Yes,H,Riggers and cable splicers,Employee,Temporary,F,Construction of buildings,,Private business,10-19 persons,6 months - 1 year,54,Daily,1000,No,,,4,3,Rural,Winter Season,1,1,0,8,8.5,1000,6.9077554,0.5,1,1
6043,12651903,1265,19,3,Male,32,Married,Nepalese,No,Class 7,,Yes,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Don?t know,5-9 persons,3 years - 5 years,56,Daily,1000,No,,,6,3,Rural,Dry Season,1,0,0,7,7.5,1000,6.9077554,3,3.5,12.25
6044,11131201,1113,12,1,Male,34,Married,Nepalese,No,Class 7,,No,H,House builders,Employee,Temporary,F,Construction of buildings,,Private business,1 person,Less than 6 months,59,Daily,1000,No,,,4,1,Rural,Dry Season,1,0,0,7,7.5,1000,6.9077554,0,0.5,0.25
6045,12782007,1278,20,7,Male,18,Never married,Nepalese,No,Class 2,,No,H,House builders,Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,Less than 6 months,65,Daily,1000,No,,,9,3,Rural,Dry Season,1,1,0,2,2.5,1000,6.9077554,0,0.5,0.25
6046,16672003,1667,20,3,Male,24,Married,Nepalese,No,Class 7,,No,H,Carpenters and joiners,Employee,Temporary,C,Manufacture of builders’ carpentry and joinery,,Don?t know,2-4 persons,Less than 6 months,55,Daily,1000,No,,,8,5,Rural,Winter Season,1,0,0,7,7.5,1000,6.9077554,0,0.5,0.25
6047,12590901,1259,9,1,Male,30,Married,Nepalese,No,Class 8,,No,J,Civil engineering labourers,Employee,Temporary,F,Construction of buildings,,Don?t know,2-4 persons,5 years - 10 years,32,Daily,1000,No,,,4,3,Urban,Winter Season,1,0,1,8,8.5,1000,6.9077554,5,5.5,30.25
6048,12741201,1274,12,1,Male,22,Married,Nepalese,No,SLC and equiv.,,Yes,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,6 months - 1 year,56,Daily,1000,No,,,3,3,Rural,Dry Season,1,0,0,11,11.5,1000,6.9077554,0.5,1,1
6049,12782001,1278,20,1,Male,60,Married,Indian,,Nursery/LKG/UKG,"Other craft, trade and industrial",No,H,House builders,Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,Less than 6 months,65,Daily,1000,No,,,9,3,Rural,Dry Season,1,0,0,0,0.5,1000,6.9077554,0,0.5,0.25
6050,12782003,1278,20,3,Male,22,Never married,Nepalese,No,Class 2,"Visual and plastic arts, carving, sculpture",No,H,House builders,Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,Less than 6 months,65,Daily,1000,No,,,9,3,Rural,Dry Season,1,1,0,2,2.5,1000,6.9077554,0,0.5,0.25
6051,14980601,1498,6,1,Male,46,Married,Nepalese,,Class 10,"Agriculture, animal husbandry",Yes,J,Garden and horticultural labourers,Employee,Temporary,A,Plant propagation,,Private business,1 person,1 year - 3 years,35,Daily,1000,No,,,3,4,Urban,Winter Season,1,0,1,10,10.5,1000,6.9077554,1,1.5,2.25
6052,12661801,1266,18,1,Male,48,Married,Nepalese,,Class 4,,Yes,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,1 year - 3 years,56,Daily,1000,No,,,6,3,Urban,Dry Season,1,0,1,4,4.5,1000,6.9077554,1,1.5,2.25
6053,16670703,1667,7,3,Male,22,Never married,Nepalese,No,Class 8,,Yes,H,Carpenters and joiners,Employee,Temporary,C,Sawmilling and planing of wood,,Don?t know,2-4 persons,Less than 6 months,52,Daily,1000,No,,,4,5,Rural,Winter Season,1,1,0,8,8.5,1000,6.9077554,0,0.5,0.25
6054,18971303,1897,13,3,Male,33,Married,Nepalese,No,Class 10,,Yes,H,House builders,Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,3 years - 5 years,48,Daily,1000,No,,,5,7,Rural,Dry Season,1,0,0,10,10.5,1000,6.9077554,3,3.5,12.25
6055,10060102,1006,1,2,Male,23,Never married,Nepalese,No,Class 8,,Yes,J,Freight handlers,Employee,Temporary,N,Other reservation service and related activities,,Private business,2-4 persons,1 year - 3 years,28,Daily,1000,No,,,2,1,Rural,Winter Season,1,1,0,8,8.5,1000,6.9077554,1,1.5,2.25
6056,11261201,1126,12,1,Male,45,Married,Nepalese,,Class 5,,Yes,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,5 years - 10 years,56,Daily,1000,No,,,4,1,Rural,Rainy Season,1,0,0,5,5.5,1000,6.9077554,5,5.5,30.25
6057,12732001,1273,20,1,Male,52,Married,Nepalese,,Class 3,,No,H,Carpenters and joiners,Employee,Temporary,C,Sawmilling and planing of wood,,Private business,2-4 persons,3 years - 5 years,40,Daily,1000,No,,,6,3,Urban,Winter Season,1,0,1,3,3.5,1000,6.9077554,3,3.5,12.25
6058,12871701,1287,17,1,Male,41,Married,Nepalese,,Class 2,,Yes,H,Carpenters and joiners,Employee,Temporary,C,Manufacture of builders’ carpentry and joinery,,Private business,5-9 persons,10 years or more,48,Daily,1000,No,,,5,3,Rural,Winter Season,1,0,0,2,2.5,1000,6.9077554,10,10.5,110.25
6059,18791702,1879,17,2,Male,30,Married,Nepalese,No,Class 5,,Yes,J,Freight handlers,Employee,Temporary,F,Construction of roads and railways,,Private business,5-9 persons,Less than 6 months,35,Daily,1000,No,,,7,7,Urban,Winter Season,1,0,1,5,5.5,1000,6.9077554,0,0.5,0.25
6060,11281201,1128,12,1,Male,48,Married,Nepalese,,Class 3,,Yes,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,10 years or more,56,Daily,1000,No,,,6,1,Rural,Dry Season,1,0,0,3,3.5,1000,6.9077554,10,10.5,110.25
6061,13511101,1351,11,1,Male,23,Married,Nepalese,No,Class 9,,Yes,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,3 years - 5 years,48,Daily,1000,No,,,4,3,Urban,Dry Season,1,0,1,9,9.5,1000,6.9077554,3,3.5,12.25
6062,12741801,1274,18,1,Male,40,Married,Nepalese,No,Nursery/LKG/UKG,,Yes,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,10 years or more,56,Daily,1000,No,,,5,3,Rural,Dry Season,1,0,0,0,0.5,1000,6.9077554,10,10.5,110.25
6063,12940201,1294,2,1,Male,62,Married,Nepalese,,Class 4,,No,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,1 year - 3 years,48,Daily,1000,No,,,2,3,Rural,Winter Season,1,0,0,4,4.5,1000,6.9077554,1,1.5,2.25
6064,14181101,1418,11,1,Male,57,Married,Nepalese,,Class 3,,No,G,Mixed crop and animal producers,Employee,Temporary,A,Mixed farming ,,Private business,2-4 persons,10 years or more,48,Daily,1000,No,,,3,4,Rural,Dry Season,1,0,0,3,3.5,1000,6.9077554,10,10.5,110.25
6065,14802010,1480,20,10,Male,65,Single woman/man,Nepalese,,Class 4,,No,H," Concrete placers, concrete finishers and related workers",Employee,Temporary,F,Building completion and finishing,,Private business,5-9 persons,10 years or more,56,Daily,1000,No,12000,,11,4,Urban,Dry Season,1,0,1,4,4.5,1000,6.9077554,10,10.5,110.25
6066,16731101,1673,11,1,Male,47,Married,Nepalese,,Class 5,,Yes,J,Building construction labourers,Employee,Temporary,F,Construction of buildings,,Don?t know,2-4 persons,Less than 6 months,56,Daily,1000,No,,,5,5,Rural,Rainy Season,1,0,0,5,5.5,1000,6.9077554,0,0.5,0.25
6067,17051602,1705,16,2,Male,43,Married,Nepalese,,Class 10,Physical training,No,H,House builders,Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,5 years - 10 years,56,Daily,1000,No,,,6,6,Urban,Rainy Season,1,0,1,10,10.5,1000,6.9077554,5,5.5,30.25
6068,11290601,1129,6,1,Male,64,Married,Nepalese,,Nursery/LKG/UKG,,Yes,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,5 years - 10 years,56,Daily,1000,No,,,4,1,Rural,Rainy Season,1,0,0,0,0.5,1000,6.9077554,5,5.5,30.25
6069,14100701,1410,7,1,Male,63,Married,Nepalese,,Class 2,,No,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,10 years or more,56,Daily,1000,No,,,3,4,Rural,Dry Season,1,0,0,2,2.5,1000,6.9077554,10,10.5,110.25
6070,18922001,1892,20,1,Male,52,Married,Nepalese,,Class 5,,No,H,House builders,Employee,Temporary,F,Construction of buildings,,Don?t know,1 person,10 years or more,56,Daily,1000,No,,,8,7,Urban,Winter Season,1,0,1,5,5.5,1000,6.9077554,10,10.5,110.25
6071,16650901,1665,9,1,Male,30,Married,Nepalese,No,Nursery/LKG/UKG,,No,H,House builders,Employee,Temporary,F,Construction of buildings,,Don?t know,5-9 persons,3 years - 5 years,63,Daily,1000,No,,,4,6,Rural,Rainy Season,1,0,0,0,0.5,1000,6.9077554,3,3.5,12.25
6072,11291001,1129,10,1,Male,41,Married,Nepalese,,Class 4,,Yes,H,Carpenters and joiners,Employee,Temporary,C,Manufacture of builders’ carpentry and joinery,,Private business,2-4 persons,10 years or more,48,Daily,1000,No,,,5,1,Rural,Rainy Season,1,0,0,4,4.5,1000,6.9077554,10,10.5,110.25
6073,12922001,1292,20,1,Male,41,Married,Nepalese,,SLC and equiv.,,Yes,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,10 years or more,56,Daily,1000,No,,,12,3,Rural,Winter Season,1,0,0,11,11.5,1000,6.9077554,10,10.5,110.25
6074,11231901,1123,19,1,Male,39,Married,Nepalese,No,SLC and equiv.,,Yes,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Don?t know,5-9 persons,10 years or more,55,Daily,1000,No,,,8,1,Rural,Dry Season,1,0,0,11,11.5,1000,6.9077554,10,10.5,110.25
6075,14521501,1452,15,1,Male,74,Married,Nepalese,,Nursery/LKG/UKG,,No,F," Astrologers, fortune-tellers and related workers",Employee,Temporary,S,Other personal service activities n.e.c.,,Private business,1 person,10 years or more,8,Daily,1000,No,,,5,4,Urban,Rainy Season,1,0,1,0,0.5,1000,6.9077554,10,10.5,110.25
6076,13911303,1391,13,3,Male,23,Married,Nepalese,No,SLC and equiv.,Computer science,No,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,1 year - 3 years,70,Daily,1000,No,,,5,3,Rural,Dry Season,1,0,0,11,11.5,1000,6.9077554,1,1.5,2.25
6077,18021501,1802,15,1,Male,45,Married,Nepalese,,Nursery/LKG/UKG,,No,H,Woodworking-machine tool setters and operators,Employee,Temporary,C,Sawmilling and planing of wood,,Don?t know,2-4 persons,10 years or more,49,Daily,1000,No,,,5,7,Urban,Rainy Season,1,0,1,0,0.5,1000,6.9077554,10,10.5,110.25
6078,10701201,1070,12,1,Male,26,Married,Nepalese,No,Class 5,,No,J,Building construction labourers,Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,6 months - 1 year,32,Daily,1000,No,,,4,1,Rural,Rainy Season,1,0,0,5,5.5,1000,6.9077554,0.5,1,1
6079,10951901,1095,19,1,Male,41,Married,Nepalese,,Class 12 and Intermediate,Electrician,No,H,Building and related electricians,Employee,Temporary,F,Electrical installation,,Private business,10-19 persons,5 years - 10 years,26,Daily,1000,No,,,6,1,Urban,Winter Season,1,0,1,12,12.5,1000,6.9077554,5,5.5,30.25
6080,17290301,1729,3,1,Male,27,Married,Nepalese,Yes,Bachelor Level and equiv.,,Yes,H,Carpenters and joiners,Employee,Temporary,C,Manufacture of builders’ carpentry and joinery,,Private business,2-4 persons,5 years - 10 years,40,Daily,1000,No,,,3,6,Urban,Winter Season,1,0,1,15,15.5,1000,6.9077554,5,5.5,30.25
6081,13570701,1357,7,1,Male,26,Married,Nepalese,Yes,Class 8,not reported,No,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,1 year - 3 years,56,Daily,1000,No,,,3,3,Rural,Rainy Season,1,0,0,8,8.5,1000,6.9077554,1,1.5,2.25
6082,16502003,1650,20,3,Male,26,Married,Nepalese,No,Class 6,,No,H,House builders,Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,5 years - 10 years,56,Daily,1000,No,,,14,5,Urban,Rainy Season,1,0,1,6,6.5,1000,6.9077554,5,5.5,30.25
6083,11281601,1128,16,1,Male,59,Married,Nepalese,,Class 2,,No,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,3 years - 5 years,45,Daily,1000,No,,,5,1,Rural,Dry Season,1,0,0,2,2.5,1000,6.9077554,3,3.5,12.25
6084,16961501,1696,15,1,Male,39,Married,Nepalese,No,Nursery/LKG/UKG,,No,H,Carpenters and joiners,Employee,Temporary,C,Sawmilling and planing of wood,,Don?t know,2-4 persons,Less than 6 months,56,Daily,1000,No,,,5,6,Rural,Rainy Season,1,0,0,0,0.5,1000,6.9077554,0,0.5,0.25
6085,15801602,1580,16,2,Male,36,Married,Nepalese,No,Class 3,,No,H,House builders,Employee,Temporary,F,Construction of buildings,,Private business,2-4 persons,3 years - 5 years,48,Daily,1000,No,,,5,5,Urban,Winter Season,1,0,1,3,3.5,1000,6.9077554,3,3.5,12.25
6086,15280803,1528,8,3,Male,24,Never married,Nepalese,No,Class 12 and Intermediate,Driving skills and motor vehicle operation,Yes,H,Electrical line installers and repairers,Employee,Temporary,F,Electrical installation,,Private business,2-4 persons,Less than 6 months,35,Daily,1000,No,,,3,4,Rural,Rainy Season,1,1,0,12,12.5,1000,6.9077554,0,0.5,0.25
6087,13341501,1334,15,1,Male,49,Married,Nepalese,,Nursery/LKG/UKG,,No,H,Carpenters and joiners,Employee,Temporary,C,Manufacture of builders’ carpentry and joinery,,Private business,5-9 persons,10 years or more,51,Daily,1000,No,,,5,3,Urban,Winter Season,1,0,1,0,0.5,1000,6.9077554,10,10.5,110.25
6088,12500601,1250,6,1,Male,32,Married,Nepalese,No,Nursery/LKG/UKG,,Yes,J,Freight handlers,Employee,Temporary,G," Retail sale of hardware, paints and glass in specialized st",,Private business,1 person,1 year - 3 years,56,Daily,1000,No,,,4,3,Rural,Dry Season,1,0,0,0,0.5,1000,6.9077554,1,1.5,2.25
6089,11401601,1140,16,1,Male,53,Single woman/man,Nepalese,,Class 5,,No,H,Carpenters and joiners,Employee,Temporary,C,Manufacture of builders’ carpentry and joinery,,Don?t know,5-9 persons,10 years or more,48,Daily,1000,No,,,6,1,Urban,Dry Season,1,0,1,5,5.5,1000,6.9077554,10,10.5,110.25
6090,13370201,1337,2,1,Male,32,Married,Nepalese,No,Class 9,,No,J," Messengers, package deliverers and luggage porters",Employee,Temporary,N,Other reservation service and related activities,,Don?t know,2-4 persons,Less than 6 months,50,Daily,1000,No,,,2,3,Urban,Winter Season,1,0,1,9,9.5,1000,6.9077554,0,0.5,0.25
6091,13470501,1347,5,1,Male,25,Married,Nepalese,No,SLC and equiv.,,Yes,H,House builders,Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,3 years - 5 years,45,Daily,1000,No,,,3,3,Urban,Winter Season,1,0,1,11,11.5,1000,6.9077554,3,3.5,12.25
6092,16591403,1659,14,3,Male,25,Married,Nepalese,No,Class 10,,Yes,H,House builders,Employee,Temporary,F,Construction of buildings,,Don?t know,5-9 persons,1 year - 3 years,63,Daily,1000,No,,,5,5,Urban,Dry Season,1,0,1,10,10.5,1000,6.9077554,1,1.5,2.25
6093,13662003,1366,20,3,Male,23,Married,Nepalese,No,Class 3,,No,H,Bricklayers and related workers,Employee,Temporary,F,Construction of buildings,,Private business,10-19 persons,3 years - 5 years,63,Daily,1000,No,30000,,9,3,Rural,Winter Season,1,0,0,3,3.5,1000,6.9077554,3,3.5,12.25
6094,13661901,1366,19,1,Male,50,Married,Nepalese,,Class 3,,No,H," Stonemasons, stone cutters, splitters and carvers",Employee,Temporary,F,Construction of buildings,,Private business,5-9 persons,10 years or more,42,Daily,1000,No,25000,,9,3,Rural,Winter Season,1,0,0,3,3.5,1000,6.9077554,10,10.5,110.25
6095,13440101,1344,1,1,Female,26,Married,Nepalese,No,Class 10,,Yes,G,Subsistence crop farmers,Employee,Temporary,A,Growing of rice,,Private business,2-4 persons,Less than 6 months,14,Daily,1000,No,2000,,2,3,Urban,Rainy Season,0,0,1,10,10.5,1000,6.9077554,0,0.5,0.25
